Number	Family	Genus	Species	Latitude	Longitude	Alt	date
V11-20131201-064	Noctuidae	Chrysodeixis	Chrysodeixis eriosoma	23.058381	120.733335	1427	20131201
V16-20140221-011	Noctuidae	Chrysodeixis	Chrysodeixis eriosoma	22.90725	121.135166	168	20140221
V16-20140221-012	Noctuidae	Chrysodeixis	Chrysodeixis eriosoma	22.90725	121.135166	168	20140221
A35-20140302-014	Noctuidae	Chrysodeixis	Chrysodeixis eriosoma	24.41809	121.78984	245	20140302
A41-20140325-033	Noctuidae	Chrysodeixis	Chrysodeixis eriosoma	23.956808	121.124291	1112	20140325
v01-20140425-007	Noctuidae	Chrysodeixis	Chrysodeixis eriosoma	24.176292	120.562168	168	20140425
V15-20140425-012	Noctuidae	Chrysodeixis	Chrysodeixis eriosoma	23.690748	120.62233	161	20140425
V01-20140824-012	Noctuidae	Chrysodeixis	Chrysodeixis eriosoma	24.176292	120.562168	168	20140824
A35-20141116-092	Noctuidae	Chrysodeixis	Chrysodeixis eriosoma	24.41809	121.78984	245	20141116
A35-20141116-093	Noctuidae	Chrysodeixis	Chrysodeixis eriosoma	24.41809	121.78984	245	20141116
V05-20150116-018	Noctuidae	Chrysodeixis	Chrysodeixis eriosoma	25.154885	121.504001	310	20150116
A48-20150318-046	Noctuidae	Chrysodeixis	Chrysodeixis eriosoma	23.286559	120.897641	1900	20150318
V18-20150610-099	Noctuidae	Chrysodeixis	Chrysodeixis eriosoma	24.175736	120.791587	532	20150610
A37-20150812-084	Noctuidae	Chrysodeixis	Chrysodeixis eriosoma	24.53687	121.83858	278	20150812
A35-20151014-162	Noctuidae	Chrysodeixis	Chrysodeixis eriosoma	24.41809	121.78984	245	20151014
A52-20151110-196	Noctuidae	Chrysodeixis	Chrysodeixis eriosoma	23.277222	120.917283	2234	20151110
A47-20151110-129	Noctuidae	Chrysodeixis	Chrysodeixis eriosoma	23.283033	120.919764	2082	20151110
A46-20151111-200	Noctuidae	Chrysodeixis	Chrysodeixis eriosoma	23.266046	120.825008	1004	20151111
A37-20151210-054	Noctuidae	Chrysodeixis	Chrysodeixis eriosoma	24.53687	121.83858	278	20151210
A35-20160111-088	Noctuidae	Chrysodeixis	Chrysodeixis eriosoma	24.41809	121.78984	245	20160111
A35-20160111-089	Noctuidae	Chrysodeixis	Chrysodeixis eriosoma	24.41809	121.78984	245	20160111
A43-20160503-109	Noctuidae	Chrysodeixis	Chrysodeixis eriosoma	24.31492	121.72523	549	20160503
A37-20160504-079	Noctuidae	Chrysodeixis	Chrysodeixis eriosoma	24.53687	121.83858	278	20160504
V14-20130428-080	Erebidae	Cyana	Cyana subalba	23.712426	120.90843	1525	20130428
V14-20130428-081	Erebidae	Cyana	Cyana subalba	23.712426	120.90843	1525	20130428
V14-20130428-082	Erebidae	Cyana	Cyana subalba	23.712426	120.90843	1525	20130428
V03-20130909-038	Erebidae	Cyana	Cyana subalba	23.619961	120.802242	1721	20130909
A46-20150128-111	Noctuidae	Ctenoplusia	Ctenoplusia limbirena	23.266046	120.825008	1004	20150128
A46-20150513-048	Noctuidae	Ctenoplusia	Ctenoplusia limbirena	23.266046	120.825008	1004	20150513
A38-20140728-050	Geometridae	Pseudomiza	Pseudomiza obliquaria	23.955256	121.17201	1220	20140728
A38-20140728-051	Geometridae	Pseudomiza	Pseudomiza obliquaria	23.955256	121.17201	1220	20140728
A38-20140728-052	Geometridae	Pseudomiza	Pseudomiza obliquaria	23.955256	121.17201	1220	20140728
A38-20150518-107	Geometridae	Pseudomiza	Pseudomiza obliquaria	23.955256	121.17201	1220	20150518
A43-20150611-105	Geometridae	Pseudomiza	Pseudomiza obliquaria	24.31492	121.72523	549	20150611
A43-20160503-146	Geometridae	Pseudomiza	Pseudomiza obliquaria	24.31492	121.72523	549	20160503
A48-20160601-008	Geometridae	Pseudomiza	Pseudomiza obliquaria	23.286559	120.897641	1900	20160601
A46-20160705-244	Geometridae	Pseudomiza	Pseudomiza obliquaria	23.266046	120.825008	1004	20160705
V03-20150422-039	Geometridae	Comibaena	Comibaena subdelicata	23.619961	120.802242	1721	20150422
V23-20151110-035	Crambidae	Bradina	Bradina geminalis	24.23196	120.73736	302	20151110
A34-20140226-023	Nolidae	Blenina	Blenina senex	24.81502	121.41285	670	20140226
A48-20150318-050	Nolidae	Blenina	Blenina senex	23.286559	120.897641	1900	20150318
A48-20160601-276	Nolidae	Blenina	Blenina angulipennis	23.286559	120.897641	1900	20160601
A32-20120725-104	Uraniidae	Phazaca	Phazaca alikangensis	24.273494	120.948004	1000	20120725
A32-20120725-117	Uraniidae	Phazaca	Phazaca alikangensis	24.273494	120.948004	1000	20120725
A36-20130226-084	Uraniidae	Phazaca	Phazaca alikangensis	24.53641	121.82909	168	20130226
V02-20130407-110	Uraniidae	Phazaca	Phazaca alikangensis	24.051142	120.780668	312	20130407
V02-20130407-111	Uraniidae	Phazaca	Phazaca alikangensis	24.051142	120.780668	312	20130407
V06-20130412-067	Uraniidae	Phazaca	Phazaca alikangensis	24.576929	120.884343	100	20130412
V06-20130412-068	Uraniidae	Phazaca	Phazaca alikangensis	24.576929	120.884343	100	20130412
A36-20130606-061	Uraniidae	Phazaca	Phazaca alikangensis	24.53641	121.82909	168	20130606
A37-20130806-110	Uraniidae	Phazaca	Phazaca alikangensis	24.53687	121.83858	278	20130806
A34-20130902-245	Uraniidae	Phazaca	Phazaca alikangensis	24.81502	121.41285	670	20130902
V02-20131201-110	Uraniidae	Phazaca	Phazaca alikangensis	24.051142	120.780668	312	20131201
V02-20140204-125	Uraniidae	Phazaca	Phazaca alikangensis	24.051142	120.780668	312	20140204
v08-20140301-033	Uraniidae	Phazaca	Phazaca alikangensis	24.252418	120.763478	506	20140301
A41-20140325-172	Uraniidae	Phazaca	Phazaca alikangensis	23.956808	121.124291	1112	20140325
V10-20140328-227	Uraniidae	Phazaca	Phazaca alikangensis	23.665211	120.633595	296	20140328
V16-20140425-020	Uraniidae	Phazaca	Phazaca alikangensis	22.90725	121.135166	168	20140425
A42-20140430-100	Uraniidae	Phazaca	Phazaca alikangensis	24.460113	121.818841	51	20140430
A42-20140430-101	Uraniidae	Phazaca	Phazaca alikangensis	24.460113	121.818841	51	20140430
V05-20140718-064	Uraniidae	Phazaca	Phazaca alikangensis	25.154885	121.504001	310	20140718
A35-20140923-194	Uraniidae	Phazaca	Phazaca alikangensis	24.41809	121.78984	245	20140923
V18-20150414-080	Uraniidae	Phazaca	Phazaca alikangensis	24.175736	120.791587	532	20150414
A35-20150609-232	Uraniidae	Phazaca	Phazaca alikangensis	24.41809	121.78984	245	20150609
A46-20151111-253	Uraniidae	Phazaca	Phazaca alikangensis	23.266046	120.825008	1004	20151111
A35-20151209-063	Uraniidae	Phazaca	Phazaca alikangensis	24.41809	121.78984	245	20151209
A42-20151210-071	Uraniidae	Phazaca	Phazaca alikangensis	24.460113	121.818841	51	20151210
A37-20151210-066	Uraniidae	Phazaca	Phazaca alikangensis	24.53687	121.83858	278	20151210
A35-20160111-203	Uraniidae	Phazaca	Phazaca alikangensis	24.41809	121.78984	245	20160111
A42-20160112-040	Uraniidae	Phazaca	Phazaca alikangensis	24.460113	121.818841	51	20160112
A42-20160112-041	Uraniidae	Phazaca	Phazaca alikangensis	24.460113	121.818841	51	20160112
A46-20160119-082	Geometridae	Idaea	Idaea costiguttata	23.266046	120.825008	1004	20160119
A35-20160307-199	Uraniidae	Phazaca	Phazaca alikangensis	24.41809	121.78984	245	20160307
A35-20160307-200	Uraniidae	Phazaca	Phazaca alikangensis	24.41809	121.78984	245	20160307
A37-20160309-028	Uraniidae	Phazaca	Phazaca alikangensis	24.53687	121.83858	278	20160309
A46-20160426-281	Uraniidae	Phazaca	Phazaca kosemponicola	23.266046	120.825008	1004	20160426
A35-20160502-238	Uraniidae	Phazaca	Phazaca alikangensis	24.41809	121.78984	245	20160502
A35-20160502-239	Uraniidae	Phazaca	Phazaca alikangensis	24.41809	121.78984	245	20160502
A35-20160502-240	Uraniidae	Phazaca	Phazaca alikangensis	24.41809	121.78984	245	20160502
A42-20160503-047	Uraniidae	Phazaca	Phazaca alikangensis	24.460113	121.818841	51	20160503
A43-20160503-174	Uraniidae	Phazaca	Phazaca alikangensis	24.31492	121.72523	549	20160503
A37-20160504-165	Uraniidae	Phazaca	Phazaca alikangensis	24.53687	121.83858	278	20160504
A34-20130902-030	Erebidae	Paracolax	Paracolax pryeri	24.81502	121.41285	670	20130902
A34-20140826-034	Erebidae	Paracolax	Paracolax pryeri	24.81502	121.41285	670	20140826
A38-20141120-010	Erebidae	Paracolax	Paracolax pryeri	23.955256	121.17201	1220	20141120
A34-20151006-058	Erebidae	Paracolax	Paracolax pryeri	24.81502	121.41285	670	20151006
A46-20151111-047	Erebidae	Paracolax	Paracolax pryeri	23.266046	120.825008	1004	20151111
A36-20130226-001	Geometridae	Chorodna	Chorodna creataria	24.53641	121.82909	168	20130226
V06-20130412-042	Geometridae	Chorodna	Chorodna creataria	24.576929	120.884343	100	20130412
V14-20130428-032	Geometridae	Chorodna	Chorodna creataria	23.712426	120.90843	1525	20130428
A35-20130805-073	Geometridae	Chorodna	Chorodna creataria	24.41809	121.78984	245	20130805
A35-20130805-074	Geometridae	Chorodna	Chorodna creataria	24.41809	121.78984	245	20130805
A38-20130805-036	Geometridae	Chorodna	Chorodna creataria	23.955256	121.17201	1220	20130805
V06-20130805-060	Geometridae	Chorodna	Chorodna creataria	24.576929	120.884343	100	20130805
V11-20130810-170	Geometridae	Chorodna	Chorodna creataria	23.058381	120.733335	1427	20130810
V11-20130810-171	Geometridae	Chorodna	Chorodna creataria	23.058381	120.733335	1427	20130810
V03-20130909-021	Geometridae	Chorodna	Chorodna creataria	23.619961	120.802242	1721	20130909
V11-20131005-075	Geometridae	Chorodna	Chorodna creataria	23.058381	120.733335	1427	20131005
V13-20131102-117	Geometridae	Chorodna	Chorodna creataria	24.777422	121.502043	418	20131102
V13-20131102-119	Geometridae	Chorodna	Chorodna creataria	24.777422	121.502043	418	20131102
A34-20131105-027	Geometridae	Chorodna	Chorodna creataria	24.81502	121.41285	670	20131105
A35-20131202-025	Geometridae	Chorodna	Chorodna creataria	24.41809	121.78984	245	20131202
A35-20140101-066	Geometridae	Chorodna	Chorodna creataria	24.41809	121.78984	245	20140101
A41-20140206-055	Geometridae	Chorodna	Chorodna creataria	23.956808	121.124291	1112	20140206
A42-20140430-048	Geometridae	Chorodna	Chorodna creataria	24.460113	121.818841	51	20140430
V02-20140501-060	Geometridae	Chorodna	Chorodna creataria	24.051142	120.780668	312	20140501
V06-20140502-032	Geometridae	Chorodna	Chorodna creataria	24.576929	120.884343	100	20140502
V17-20140503-028	Geometridae	Chorodna	Chorodna creataria	22.967711	120.68557	750	20140503
V13-20140516-048	Geometridae	Chorodna	Chorodna creataria	24.777422	121.502043	418	20140516
V13-20140516-050	Geometridae	Chorodna	Chorodna creataria	24.777422	121.502043	418	20140516
V13-20140516-052	Geometridae	Chorodna	Chorodna creataria	24.777422	121.502043	418	20140516
V05-20140525-065	Geometridae	Chorodna	Chorodna creataria	25.154885	121.504001	310	20140525
V04-20140530-259	Geometridae	Chorodna	Chorodna creataria	24.257227	121.008787	2287	20140530
V04-20140530-260	Geometridae	Chorodna	Chorodna creataria	24.257227	121.008787	2287	20140530
V17-20140705-020	Geometridae	Chorodna	Chorodna creataria	22.967711	120.68557	750	20140705
A38-20140728-061	Geometridae	Chorodna	Chorodna creataria	23.955256	121.17201	1220	20140728
A38-20140728-062	Geometridae	Chorodna	Chorodna creataria	23.955256	121.17201	1220	20140728
A34-20140826-036	Geometridae	Chorodna	Chorodna creataria	24.81502	121.41285	670	20140826
A40-20140924-104	Geometridae	Chorodna	Chorodna creataria	24.3208	121.7209	280	20140924
A38-20140925-075	Geometridae	Chorodna	Chorodna creataria	23.955256	121.17201	1220	20140925
A38-20140925-076	Geometridae	Chorodna	Chorodna creataria	23.955256	121.17201	1220	20140925
V13-20141018-074	Geometridae	Chorodna	Chorodna creataria	24.777422	121.502043	418	20141018
A45-20141118-002	Geometridae	Chorodna	Chorodna creataria	24.28848	121.71066	1018	20141118
A38-20141120-029	Geometridae	Chorodna	Chorodna creataria	23.955256	121.17201	1220	20141120
V05-20141121-001	Geometridae	Chorodna	Chorodna creataria	25.154885	121.504001	310	20141121
V05-20141121-002	Geometridae	Chorodna	Chorodna creataria	25.154885	121.504001	310	20141121
V05-20141121-003	Geometridae	Chorodna	Chorodna creataria	25.154885	121.504001	310	20141121
V13-20150109-033	Geometridae	Chorodna	Chorodna creataria	24.777422	121.502043	418	20150109
V05-20150116-001	Geometridae	Chorodna	Chorodna creataria	25.154885	121.504001	310	20150116
V05-20150116-002	Geometridae	Chorodna	Chorodna creataria	25.154885	121.504001	310	20150116
A46-20150128-091	Geometridae	Chorodna	Chorodna creataria	23.266046	120.825008	1004	20150128
A46-20150128-092	Geometridae	Chorodna	Chorodna creataria	23.266046	120.825008	1004	20150128
A46-20150128-093	Geometridae	Chorodna	Chorodna creataria	23.266046	120.825008	1004	20150128
A35-20150212-042	Geometridae	Chorodna	Chorodna creataria	24.41809	121.78984	245	20150212
V13-20150212-015	Geometridae	Chorodna	Chorodna creataria	24.777422	121.502043	418	20150212
V19-20150320-095	Geometridae	Chorodna	Chorodna creataria	25.157501	121.511441	517	20150320
A42-20150409-022	Geometridae	Chorodna	Chorodna creataria	24.460113	121.818841	51	20150409
A37-20150410-017	Geometridae	Chorodna	Chorodna creataria	24.53687	121.83858	278	20150410
V17-20150411-033	Geometridae	Chorodna	Chorodna creataria	22.967711	120.68557	750	20150411
V18-20150414-024	Geometridae	Chorodna	Chorodna creataria	24.175736	120.791587	532	20150414
V17-20150502-037	Geometridae	Chorodna	Chorodna creataria	22.967711	120.68557	750	20150502
V19-20150515-072	Geometridae	Chorodna	Chorodna creataria	25.157501	121.511441	517	20150515
V19-20150515-073	Geometridae	Chorodna	Chorodna creataria	25.157501	121.511441	517	20150515
V19-20150515-074	Geometridae	Chorodna	Chorodna creataria	25.157501	121.511441	517	20150515
V19-20150515-075	Geometridae	Chorodna	Chorodna creataria	25.157501	121.511441	517	20150515
V19-20150515-076	Geometridae	Chorodna	Chorodna creataria	25.157501	121.511441	517	20150515
A38-20150518-094	Geometridae	Chorodna	Chorodna creataria	23.955256	121.17201	1220	20150518
A37-20150610-024	Geometridae	Chorodna	Chorodna creataria	24.53687	121.83858	278	20150610
V17-20150801-058	Geometridae	Chorodna	Chorodna creataria	22.967711	120.68557	750	20150801
A37-20150812-069	Geometridae	Chorodna	Chorodna creataria	24.53687	121.83858	278	20150812
A37-20150812-070	Geometridae	Chorodna	Chorodna creataria	24.53687	121.83858	278	20150812
V13-20150904-037	Geometridae	Chorodna	Chorodna creataria	24.777422	121.502043	418	20150904
V13-20150904-038	Geometridae	Chorodna	Chorodna creataria	24.777422	121.502043	418	20150904
A43-20151015-045	Geometridae	Chorodna	Chorodna creataria	24.31492	121.72523	549	20151015
A46-20151111-118	Geometridae	Chorodna	Chorodna creataria	23.266046	120.825008	1004	20151111
V17-20151205-068	Geometridae	Chorodna	Chorodna creataria	22.967711	120.68557	750	20151205
A34-20151209-019	Geometridae	Chorodna	Chorodna creataria	24.81502	121.41285	670	20151209
V18-20151214-031	Geometridae	Chorodna	Chorodna creataria	24.175736	120.791587	532	20151214
A35-20160111-107	Geometridae	Chorodna	Chorodna creataria	24.41809	121.78984	245	20160111
A46-20160223-091	Geometridae	Chorodna	Chorodna creataria	23.266046	120.825008	1004	20160223
A37-20160309-012	Geometridae	Chorodna	Chorodna creataria	24.53687	121.83858	278	20160309
V24-20160409-021	Geometridae	Chorodna	Chorodna creataria	22.887435	120.738201	1041	20160409
V26-20160422-031	Geometridae	Chorodna	Chorodna creataria	24.968062	121.621354	581	20160422
V26-20160422-032	Geometridae	Chorodna	Chorodna creataria	24.968062	121.621354	581	20160422
A46-20160426-169	Geometridae	Chorodna	Chorodna creataria	23.266046	120.825008	1004	20160426
A37-20160504-094	Geometridae	Chorodna	Chorodna creataria	24.53687	121.83858	278	20160504
V24-20160514-034	Geometridae	Chorodna	Chorodna creataria	22.887435	120.738201	1041	20160514
A46-20160602-002	Geometridae	Chorodna	Chorodna creataria	23.266046	120.825008	1004	20160602
A46-20160602-003	Geometridae	Hypomecis	Hypomecis cineracea	23.266046	120.825008	1004	20160602
V11-20130414-061	Geometridae	Ourapteryx	Ourapteryx changi	23.058381	120.733335	1427	20130414
A38-20130416-027	Geometridae	Ourapteryx	Ourapteryx changi	23.955256	121.17201	1220	20130416
A35-20130417-034	Geometridae	Ourapteryx	Ourapteryx changi	24.41809	121.78984	245	20130417
A34-20130506-046	Geometridae	Ourapteryx	Ourapteryx yerburii virescens	24.81502	121.41285	670	20130506
V03-20130510-165	Geometridae	Ourapteryx	Ourapteryx changi	23.619961	120.802242	1721	20130510
V12-20130528-002	Geometridae	Ourapteryx	Ourapteryx changi	23.618729	120.928362	2300	20130528
V04-20130606-001	Geometridae	Ourapteryx	Ourapteryx pallidula	24.257227	121.008787	2287	20130606
V04-20130606-002	Geometridae	Ourapteryx	Ourapteryx changi	24.257227	121.008787	2287	20130606
V12-20130628-036	Geometridae	Ourapteryx	Ourapteryx changi	23.618729	120.928362	2300	20130628
A34-20130709-001	Geometridae	Ourapteryx	Ourapteryx yerburii virescens	24.81502	121.41285	670	20130709
V03-20130909-001	Geometridae	Ourapteryx	Ourapteryx changi	23.619961	120.802242	1721	20130909
V03-20130909-002	Geometridae	Ourapteryx	Ourapteryx changi	23.619961	120.802242	1721	20130909
V12-20130910-027	Geometridae	Ourapteryx	Ourapteryx pallidula	23.618729	120.928362	2300	20130910
V13-20130928-001	Geometridae	Ourapteryx	Ourapteryx changi	24.777422	121.502043	418	20130928
V11-20131005-008	Geometridae	Ourapteryx	Ourapteryx changi	23.058381	120.733335	1427	20131005
V12-20131223-084	Geometridae	Ourapteryx	Ourapteryx changi	23.618729	120.928362	2300	20131223
V11-20140208-006	Geometridae	Ourapteryx	Ourapteryx changi	23.058381	120.733335	1427	20140208
V11-20140208-007	Geometridae	Ourapteryx	Ourapteryx yerburii virescens	23.058381	120.733335	1427	20140208
V11-20140308-001	Geometridae	Ourapteryx	Ourapteryx changi	23.058381	120.733335	1427	20140308
V11-20140308-004	Geometridae	Ourapteryx	Ourapteryx changi	23.058381	120.733335	1427	20140308
V11-20140308-005	Geometridae	Ourapteryx	Ourapteryx pallidula	23.058381	120.733335	1427	20140308
V13-20140516-054	Geometridae	Ourapteryx	Ourapteryx changi	24.777422	121.502043	418	20140516
V04-20140530-096	Geometridae	Ourapteryx	Ourapteryx pallidula	24.257227	121.008787	2287	20140530
V04-20150320-028	Geometridae	Ourapteryx	Ourapteryx changi	24.257227	121.008787	2287	20150320
V17-20150411-042	Geometridae	Ourapteryx	Ourapteryx yerburii virescens	22.967711	120.68557	750	20150411
A47-20150512-058	Geometridae	Ourapteryx	Ourapteryx changi	23.283033	120.919764	2082	20150512
A47-20150512-059	Geometridae	Ourapteryx	Ourapteryx changi	23.283033	120.919764	2082	20150512
A48-20150512-095	Geometridae	Ourapteryx	Ourapteryx changi	23.286559	120.897641	1900	20150512
A46-20151111-126	Geometridae	Ourapteryx	Ourapteryx changi	23.266046	120.825008	1004	20151111
A52-20160704-009	Geometridae	Ourapteryx	Ourapteryx changi	23.277222	120.917283	2234	20160704
A46-20160705-236	Geometridae	Ourapteryx	Ourapteryx changi	23.266046	120.825008	1004	20160705
A36-20130226-059	Erebidae	Lyclene	Lyclene alikangiae	24.53641	121.82909	168	20130226
A36-20130226-060	Erebidae	Lyclene	Lyclene alikangiae	24.53641	121.82909	168	20130226
A34-20130313-054	Erebidae	Lyclene	Lyclene alikangiae	24.81502	121.41285	670	20130313
V06-20130412-054	Erebidae	Lyclene	Lyclene alikangiae	24.576929	120.884343	100	20130412
V14-20130428-075	Erebidae	Lyclene	Lyclene alikangiae	23.712426	120.90843	1525	20130428
V14-20130428-076	Erebidae	Lyclene	Lyclene alikangiae	23.712426	120.90843	1525	20130428
V14-20130428-077	Erebidae	Lyclene	Lyclene alikangiae	23.712426	120.90843	1525	20130428
V04-20130509-078	Erebidae	Lyclene	Lyclene alikangiae	24.257227	121.008787	2287	20130509
V12-20130528-103	Erebidae	Lyclene	Lyclene alikangiae	23.618729	120.928362	2300	20130528
V03-20130606-049	Erebidae	Lyclene	Lyclene alikangiae	23.619961	120.802242	1721	20130606
V03-20130606-050	Erebidae	Lyclene	Lyclene alikangiae	23.619961	120.802242	1721	20130606
V03-20130708-089	Erebidae	Lyclene	Lyclene alikangiae	23.619961	120.802242	1721	20130708
A38-20130805-080	Erebidae	Lyclene	Lyclene alikangiae	23.955256	121.17201	1220	20130805
B28-20131017-036	Erebidae	Lyclene	Lyclene alikangiae	24.102872	121.607033	27	20131017
V06-20131101-038	Erebidae	Lyclene	Lyclene alikangiae	24.576929	120.884343	100	20131101
V06-20131101-039	Erebidae	Lyclene	Lyclene alikangiae	24.576929	120.884343	100	20131101
V07-20131108-033	Erebidae	Lyclene	Lyclene alikangiae	24.22315	120.762824	390	20131108
V02-20131201-028	Erebidae	Lyclene	Lyclene alikangiae	24.051142	120.780668	312	20131201
V15-20140101-013	Erebidae	Lyclene	Lyclene alikangiae	23.690748	120.62233	161	20140101
V15-20140101-014	Erebidae	Lyclene	Lyclene alikangiae	23.690748	120.62233	161	20140101
V02-20140204-034	Erebidae	Lyclene	Lyclene alikangiae	24.051142	120.780668	312	20140204
V02-20140204-035	Erebidae	Lyclene	Lyclene alikangiae	24.051142	120.780668	312	20140204
V10-20140221-029	Erebidae	Lyclene	Lyclene alikangiae	23.665211	120.633595	296	20140221
V10-20140221-030	Erebidae	Lyclene	Lyclene alikangiae	23.665211	120.633595	296	20140221
V15-20140222-019	Erebidae	Lyclene	Lyclene alikangiae	23.690748	120.62233	161	20140222
V05-20140226-009	Erebidae	Lyclene	Lyclene alikangiae	25.154885	121.504001	310	20140226
V06-20140227-015	Erebidae	Lyclene	Lyclene alikangiae	24.576929	120.884343	100	20140227
V02-20140303-067	Erebidae	Lyclene	Lyclene alikangiae	24.051142	120.780668	312	20140303
V02-20140303-068	Erebidae	Lyclene	Lyclene alikangiae	24.051142	120.780668	312	20140303
V07-20140321-014	Erebidae	Lyclene	Lyclene alikangiae	24.22315	120.762824	390	20140321
V07-20140321-015	Erebidae	Lyclene	Lyclene alikangiae	24.22315	120.762824	390	20140321
V13-20140322-047	Erebidae	Lyclene	Lyclene alikangiae	24.777422	121.502043	418	20140322
V13-20140322-048	Erebidae	Lyclene	Lyclene alikangiae	24.777422	121.502043	418	20140322
V13-20140322-049	Erebidae	Lyclene	Lyclene alikangiae	24.777422	121.502043	418	20140322
V13-20140322-050	Erebidae	Lyclene	Lyclene alikangiae	24.777422	121.502043	418	20140322
V15-20140327-075	Erebidae	Lyclene	Lyclene alikangiae	23.690748	120.62233	161	20140327
V04-20140425-078	Erebidae	Lyclene	Lyclene alikangiae	24.257227	121.008787	2287	20140425
V15-20140425-110	Erebidae	Lyclene	Lyclene alikangiae	23.690748	120.62233	161	20140425
V02-20140501-151	Erebidae	Lyclene	Lyclene alikangiae	24.051142	120.780668	312	20140501
V04-20140530-345	Erebidae	Lyclene	Lyclene alikangiae	24.257227	121.008787	2287	20140530
V04-20140530-346	Erebidae	Lyclene	Lyclene alikangiae	24.257227	121.008787	2287	20140530
V04-20140530-347	Erebidae	Lyclene	Lyclene alikangiae	24.257227	121.008787	2287	20140530
A35-20141116-064	Erebidae	Lyclene	Lyclene alikangiae	24.41809	121.78984	245	20141116
V10-20141220-030	Erebidae	Lyclene	Lyclene alikangiae	23.665211	120.633595	296	20141220
V10-20150116-068	Erebidae	Lyclene	Lyclene alikangiae	23.665211	120.633595	296	20150116
A46-20150128-032	Erebidae	Lyclene	Lyclene alikangiae	23.266046	120.825008	1004	20150128
A46-20150128-033	Erebidae	Lyclene	Lyclene alikangiae	23.266046	120.825008	1004	20150128
V18-20150211-058	Erebidae	Lyclene	Lyclene alikangiae	24.175736	120.791587	532	20150211
A35-20150212-009	Erebidae	Lyclene	Lyclene alikangiae	24.41809	121.78984	245	20150212
A35-20150212-010	Erebidae	Lyclene	Lyclene alikangiae	24.41809	121.78984	245	20150212
A46-20150319-114	Erebidae	Lyclene	Lyclene alikangiae	23.266046	120.825008	1004	20150319
V23-20150331-004	Erebidae	Lyclene	Lyclene alikangiae	24.23196	120.73736	302	20150331
A35-20150409-061	Erebidae	Lyclene	Lyclene alikangiae	24.41809	121.78984	245	20150409
A46-20150513-032	Erebidae	Lyclene	Lyclene alikangiae	23.266046	120.825008	1004	20150513
A46-20150513-033	Erebidae	Lyclene	Lyclene alikangiae	23.266046	120.825008	1004	20150513
A46-20150513-034	Erebidae	Lyclene	Lyclene alikangiae	23.266046	120.825008	1004	20150513
A38-20150518-034	Erebidae	Lyclene	Lyclene alikangiae	23.955256	121.17201	1220	20150518
A35-20150609-270	Erebidae	Lyclene	Lyclene alikangiae	24.41809	121.78984	245	20150609
A43-20150611-072	Erebidae	Lyclene	Lyclene alikangiae	24.31492	121.72523	549	20150611
A35-20150811-092	Erebidae	Lyclene	Lyclene alikangiae	24.41809	121.78984	245	20150811
V18-20151007-070	Erebidae	Lyclene	Lyclene alikangiae	24.175736	120.791587	532	20151007
A35-20151014-060	Erebidae	Lyclene	Lyclene alikangiae	24.41809	121.78984	245	20151014
A43-20151015-038	Erebidae	Lyclene	Lyclene alikangiae	24.31492	121.72523	549	20151015
V23-20151016-019	Erebidae	Lyclene	Lyclene alikangiae	24.23196	120.73736	302	20151016
V04-20151031-013	Erebidae	Lyclene	Lyclene alikangiae	24.257227	121.008787	2287	20151031
V22-20151106-029	Erebidae	Lyclene	Lyclene alikangiae	24.176558	120.55142	68	20151106
A46-20151111-084	Erebidae	Lyclene	Lyclene alikangiae	23.266046	120.825008	1004	20151111
A46-20151111-085	Erebidae	Lyclene	Lyclene alikangiae	23.266046	120.825008	1004	20151111
V19-20151113-046	Erebidae	Lyclene	Lyclene alikangiae	25.157501	121.511441	517	20151113
V07-20151127-017	Erebidae	Lyclene	Lyclene alikangiae	24.22315	120.762824	390	20151127
V18-20160111-013	Erebidae	Lyclene	Lyclene alikangiae	24.175736	120.791587	532	20160111
A35-20160111-048	Erebidae	Lyclene	Lyclene alikangiae	24.41809	121.78984	245	20160111
A35-20160111-049	Erebidae	Lyclene	Lyclene alikangiae	24.41809	121.78984	245	20160111
A42-20160112-071	Erebidae	Lyclene	Lyclene alikangiae	24.460113	121.818841	51	20160112
A46-20160119-027	Erebidae	Lyclene	Lyclene alikangiae	23.266046	120.825008	1004	20160119
V28-20160131-011	Erebidae	Lyclene	Lyclene alikangiae	24.267956	120.781725	428	20160131
A48-20160222-019	Erebidae	Lyclene	Lyclene alikangiae	23.286559	120.897641	1900	20160222
A46-20160223-049	Erebidae	Lyclene	Lyclene alikangiae	23.266046	120.825008	1004	20160223
A46-20160223-056	Erebidae	Lyclene	Lyclene alikangiae	23.266046	120.825008	1004	20160223
A35-20160307-030	Erebidae	Lyclene	Lyclene alikangiae	24.41809	121.78984	245	20160307
A43-20160308-060	Erebidae	Lyclene	Lyclene alikangiae	24.31492	121.72523	549	20160308
A37-20160309-008	Erebidae	Lyclene	Lyclene alikangiae	24.53687	121.83858	278	20160309
V28-20160313-030	Erebidae	Lyclene	Lyclene alikangiae	24.267956	120.781725	428	20160313
V20-20160331-027	Erebidae	Lyclene	Lyclene alikangiae	24.617738	120.914902	37	20160331
V28-20160408-024	Erebidae	Lyclene	Lyclene alikangiae	24.267956	120.781725	428	20160408
V28-20160408-025	Erebidae	Lyclene	Lyclene alikangiae	24.267956	120.781725	428	20160408
