Number	Family	Genus	Species	Latitude	Longitude	Alt	date
A38-20141120-005	Erebidae	Hypena	Hypena perspicua	23.955256	121.17201	1220	20141120
A46-20150513-011	Erebidae	Hypena	Hypena perspicua	23.266046	120.825008	1004	20150513
A38-20150518-012	Erebidae	Hypena	Hypena perspicua	23.955256	121.17201	1220	20150518
V04-20150920-016	Erebidae	Hypena	Hypena perspicua	24.257227	121.008787	2287	20150920
A34-20151209-108	Erebidae	Hypena	Hypena perspicua	24.81502	121.41285	670	20151209
V24-20160312-081	Erebidae	Hypena	Hypena perspicua	22.887435	120.738201	1041	20160312
V24-20160514-007	Erebidae	Hypena	Hypena perspicua	22.887435	120.738201	1041	20160514
A48-20160601-217	Erebidae	Hypena	Hypena perspicua	23.286559	120.897641	1900	20160601
A46-20160602-140	Erebidae	Hypena	Hypena perspicua	23.266046	120.825008	1004	20160602
A46-20160602-141	Erebidae	Hypena	Hypena perspicua	23.266046	120.825008	1004	20160602
A48-20150318-052	Geometridae	Eupithecia	Eupithecia yoshimotoi	23.286559	120.897641	1900	20150318
A48-20160425-141	Geometridae	Eupithecia	Eupithecia yoshimotoi	23.286559	120.897641	1900	20160425
V03-20130409-163	Noctuidae	Diarsia	Diarsia sinuosa	23.619961	120.802242	1721	20130409
V04-20130606-104	Noctuidae	Diarsia	Diarsia sinuosa	24.257227	121.008787	2287	20130606
V12-20131128-046	Noctuidae	Diarsia	Diarsia sinuosa	23.618729	120.928362	2300	20131128
V02-20131201-052	Noctuidae	Diarsia	Diarsia sinuosa	24.051142	120.780668	312	20131201
A45-20141118-073	Noctuidae	Diarsia	Diarsia sinuosa	24.28848	121.71066	1018	20141118
A47-20150512-070	Notodontidae	Spatalia	Spatalia dives	23.283033	120.919764	2082	20150512
A46-20150513-128	Notodontidae	Spatalia	Spatalia dives	23.266046	120.825008	1004	20150513
A38-20150518-196	Notodontidae	Spatalia	Spatalia dives	23.955256	121.17201	1220	20150518
A36-20130226-068	Crambidae	Udea	Udea lolotialis	24.53641	121.82909	168	20130226
A35-20140101-133	Crambidae	Udea	Udea lolotialis	24.41809	121.78984	245	20140101
A32-20120830-005	Erebidae	Blasticorhinus	Blasticorhinus bifasciata	24.273494	120.948004	1000	20120830
V14-20130428-051	Erebidae	Blasticorhinus	Blasticorhinus bifasciata	23.712426	120.90843	1525	20130428
V12-20130528-123	Erebidae	Blasticorhinus	Blasticorhinus bifasciata	23.618729	120.928362	2300	20130528
V03-20130606-188	Erebidae	Blasticorhinus	Blasticorhinus bifasciata	23.619961	120.802242	1721	20130606
V11-20131005-049	Erebidae	Blasticorhinus	Blasticorhinus bifasciata	23.058381	120.733335	1427	20131005
V11-20131109-067	Erebidae	Blasticorhinus	Blasticorhinus bifasciata	23.058381	120.733335	1427	20131109
V10-20140221-005	Erebidae	Blasticorhinus	Blasticorhinus bifasciata	23.665211	120.633595	296	20140221
V15-20140222-004	Erebidae	Blasticorhinus	Blasticorhinus bifasciata	23.690748	120.62233	161	20140222
V10-20150116-019	Erebidae	Blasticorhinus	Blasticorhinus bifasciata	23.665211	120.633595	296	20150116
V04-20150320-103	Erebidae	Blasticorhinus	Blasticorhinus bifasciata	24.257227	121.008787	2287	20150320
V07-20150516-009	Erebidae	Blasticorhinus	Blasticorhinus bifasciata	24.22315	120.762824	390	20150516
A46-20160223-013	Erebidae	Blasticorhinus	Blasticorhinus bifasciata	23.266046	120.825008	1004	20160223
V04-20140816-091	Noctuidae	Cosmia	Cosmia poecila	24.257227	121.008787	2287	20140816
V03-20130409-027	Noctuidae	Diarsia	Diarsia formosensis	23.619961	120.802242	1721	20130409
V12-20130910-070	Noctuidae	Diarsia	Diarsia formosensis	23.618729	120.928362	2300	20130910
V12-20130910-071	Noctuidae	Diarsia	Diarsia formosensis	23.618729	120.928362	2300	20130910
V12-20131223-029	Noctuidae	Diarsia	Diarsia formosensis	23.618729	120.928362	2300	20131223
V12-20140413-013	Noctuidae	Diarsia	Diarsia formosensis	23.618729	120.928362	2300	20140413
A48-20150512-194	Noctuidae	Diarsia	Diarsia formosensis	23.286559	120.897641	1900	20150512
A52-20151110-217	Noctuidae	Diarsia	Diarsia cia	23.277222	120.917283	2234	20151110
A52-20160222-034	Noctuidae	Diarsia	Diarsia formosensis	23.277222	120.917283	2234	20160222
A32-20120523-054	Nolidae	Carea	Carea trimacula	24.273494	120.948004	1000	20120523
V13-20131102-048	Nolidae	Carea	Carea trimacula	24.777422	121.502043	418	20131102
V17-20140503-009	Nolidae	Carea	Carea trimacula	22.967711	120.68557	750	20140503
V17-20140503-010	Nolidae	Carea	Carea trimacula	22.967711	120.68557	750	20140503
V17-20140816-020	Nolidae	Carea	Carea trimacula	22.967711	120.68557	750	20140816
V03-20150422-021	Nolidae	Carea	Carea trimacula	23.619961	120.802242	1721	20150422
V03-20150422-022	Nolidae	Carea	Carea trimacula	23.619961	120.802242	1721	20150422
V17-20150502-024	Nolidae	Carea	Carea trimacula	22.967711	120.68557	750	20150502
A38-20150518-069	Nolidae	Carea	Carea trimacula	23.955256	121.17201	1220	20150518
V24-20160514-020	Nolidae	Carea	Carea trimacula	22.887435	120.738201	1041	20160514
V24-20160730-014	Nolidae	Carea	Carea trimacula	22.887435	120.738201	1041	20160730
A47-20150512-069	Notodontidae	Bireta	Cutuza formosana	23.283033	120.919764	2082	20150512
A43-20160503-122	Notodontidae	Saliocleta	Saliocleta virgata	24.31492	121.72523	549	20160503
A38-20141120-040	Geometridae	Jankowskia	Jankowskia taiwanensis	23.955256	121.17201	1220	20141120
A38-20141120-041	Geometridae	Jankowskia	Jankowskia taiwanensis	23.955256	121.17201	1220	20141120
A46-20151111-131	Geometridae	Jankowskia	Jankowskia taiwanensis	23.266046	120.825008	1004	20151111
V24-20160514-050	Geometridae	Jankowskia	Jankowskia taiwanensis	22.887435	120.738201	1041	20160514
V15-20140627-050	Erebidae	Euproctis	Euproctis striata	23.690748	120.62233	161	20140627
A35-20150609-022	Erebidae	Mecodina	Mecodina praecipua	24.41809	121.78984	245	20150609
A34-20151006-035	Erebidae	Mecodina	Mecodina praecipua	24.81502	121.41285	670	20151006
A35-20151209-009	Erebidae	Mecodina	Mecodina praecipua	24.41809	121.78984	245	20151209
A35-20160502-004	Erebidae	Mecodina	Mecodina praecipua	24.41809	121.78984	245	20160502
A35-20160712-050	Erebidae	Mecodina	Mecodina praecipua	24.41809	121.78984	245	20160712
V03-20130409-127	Erebidae	Pida	Pida postalba	23.619961	120.802242	1721	20130409
V04-20130509-079	Erebidae	Pida	Pida postalba	24.257227	121.008787	2287	20130509
V04-20130509-080	Erebidae	Pida	Pida postalba	24.257227	121.008787	2287	20130509
V04-20130509-081	Erebidae	Pida	Pida postalba	24.257227	121.008787	2287	20130509
V12-20130528-172	Erebidae	Pida	Pida postalba	23.618729	120.928362	2300	20130528
V03-20130606-159	Erebidae	Pida	Pida postalba	23.619961	120.802242	1721	20130606
V12-20130628-111	Erebidae	Pida	Pida postalba	23.618729	120.928362	2300	20130628
V03-20130708-072	Erebidae	Pida	Pida postalba	23.619961	120.802242	1721	20130708
V12-20130910-095	Erebidae	Pida	Pida postalba	23.618729	120.928362	2300	20130910
V12-20131223-077	Erebidae	Pida	Pida postalba	23.618729	120.928362	2300	20131223
V03-20140402-055	Erebidae	Pida	Pida postalba	23.619961	120.802242	1721	20140402
V04-20140425-132	Erebidae	Pida	Pida postalba	24.257227	121.008787	2287	20140425
V04-20140816-064	Erebidae	Pida	Pida postalba	24.257227	121.008787	2287	20140816
V03-20150422-005	Erebidae	Pida	Pida postalba	23.619961	120.802242	1721	20150422
A48-20150512-039	Erebidae	Pida	Pida postalba	23.286559	120.897641	1900	20150512
A52-20160704-057	Erebidae	Pida	Pida postalba	23.277222	120.917283	2234	20160704
A32-20120523-022	Noctuidae	Acronicta	Acronicta gigasa	24.273494	120.948004	1000	20120523
A38-20130416-003	Noctuidae	Acronicta	Acronicta gigasa	23.955256	121.17201	1220	20130416
A46-20160426-108	Noctuidae	Acronicta	Acronicta gigasa	23.266046	120.825008	1004	20160426
A46-20160705-065	Noctuidae	Acronicta	Acronicta gigasa	23.266046	120.825008	1004	20160705
V05-20130809-044	Lecithoceridae	Tisis	Tisis mesozosta	25.154885	121.504001	310	20130809
A34-20130902-308	Lecithoceridae	Tisis	Tisis mesozosta	24.81502	121.41285	670	20130902
A34-20130902-309	Lecithoceridae	Tisis	Tisis mesozosta	24.81502	121.41285	670	20130902
A42-20140430-109	Lecithoceridae	Tisis	Tisis mesozosta	24.460113	121.818841	51	20140430
A38-20140728-166	Lecithoceridae	Tisis	Tisis mesozosta	23.955256	121.17201	1220	20140728
A35-20140923-217	Lecithoceridae	Tisis	Tisis mesozosta	24.41809	121.78984	245	20140923
A38-20140925-235	Lecithoceridae	Tisis	Tisis mesozosta	23.955256	121.17201	1220	20140925
A35-20141116-189	Lecithoceridae	Tisis	Tisis mesozosta	24.41809	121.78984	245	20141116
A37-20151016-100	Lecithoceridae	Tisis	Tisis mesozosta	24.53687	121.83858	278	20151016
A37-20151016-147	Lecithoceridae	Tisis	Tisis mesozosta	24.53687	121.83858	278	20151016
V03-20130708-063	Noctuidae	Mythimna	Mythimna decisissima	23.619961	120.802242	1721	20130708
V03-20130708-064	Noctuidae	Mythimna	Mythimna decisissima	23.619961	120.802242	1721	20130708
V16-20140117-006	Noctuidae	Mythimna	Mythimna decisissima	22.90725	121.135166	168	20140117
V07-20140704-036	Noctuidae	Mythimna	Mythimna decisissima	24.22315	120.762824	390	20140704
A46-20151111-198	Noctuidae	Mythimna	Mythimna decisissima	23.266046	120.825008	1004	20151111
A46-20151111-199	Noctuidae	Mythimna	Mythimna decisissima	23.266046	120.825008	1004	20151111
A35-20160502-130	Noctuidae	Mythimna	Mythimna decisissima	24.41809	121.78984	245	20160502
V04-20130606-139	Erebidae	Barsine	Barsine callorufa	24.257227	121.008787	2287	20130606
A47-20160425-018	Erebidae	Barsine	Barsine callorufa	23.283033	120.919764	2082	20160425
A47-20160425-019	Erebidae	Barsine	Barsine callorufa	23.283033	120.919764	2082	20160425
V02-20130407-076	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.051142	120.780668	312	20130407
A36-20130606-040	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.53641	121.82909	168	20130606
V03-20130606-134	Erebidae	Chrysaeglia	Chrysaeglia magnifica	23.619961	120.802242	1721	20130606
V07-20130607-040	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.22315	120.762824	390	20130607
V11-20130608-069	Erebidae	Chrysaeglia	Chrysaeglia magnifica	23.058381	120.733335	1427	20130608
V06-20130705-030	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.576929	120.884343	100	20130705
V06-20130705-031	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.576929	120.884343	100	20130705
V06-20130705-032	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.576929	120.884343	100	20130705
A34-20130709-039	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.81502	121.41285	670	20130709
V02-20130801-094	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.051142	120.780668	312	20130801
V06-20130805-066	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.576929	120.884343	100	20130805
V06-20130805-067	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.576929	120.884343	100	20130805
V05-20130809-015	Erebidae	Chrysaeglia	Chrysaeglia magnifica	25.154885	121.504001	310	20130809
V11-20130810-096	Erebidae	Chrysaeglia	Chrysaeglia magnifica	23.058381	120.733335	1427	20130810
V10-20130906-012	Erebidae	Chrysaeglia	Chrysaeglia magnifica	23.665211	120.633595	296	20130906
A38-20131001-101	Erebidae	Chrysaeglia	Chrysaeglia magnifica	23.955256	121.17201	1220	20131001
V16-20131004-010	Erebidae	Chrysaeglia	Chrysaeglia magnifica	22.90725	121.135166	168	20131004
V11-20131005-029	Erebidae	Chrysaeglia	Chrysaeglia magnifica	23.058381	120.733335	1427	20131005
A35-20131015-062	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.41809	121.78984	245	20131015
V06-20131101-028	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.576929	120.884343	100	20131101
V06-20131101-030	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.576929	120.884343	100	20131101
V06-20131101-031	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.576929	120.884343	100	20131101
V13-20131102-029	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.777422	121.502043	418	20131102
V13-20131102-030	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.777422	121.502043	418	20131102
V07-20131108-030	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.22315	120.762824	390	20131108
V11-20131109-046	Erebidae	Chrysaeglia	Chrysaeglia magnifica	23.058381	120.733335	1427	20131109
V02-20131201-034	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.051142	120.780668	312	20131201
V02-20131201-035	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.051142	120.780668	312	20131201
V02-20140101-067	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.051142	120.780668	312	20140101
V02-20140101-068	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.051142	120.780668	312	20140101
V15-20140101-002	Erebidae	Chrysaeglia	Chrysaeglia magnifica	23.690748	120.62233	161	20140101
V06-20140103-026	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.576929	120.884343	100	20140103
V02-20140204-026	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.051142	120.780668	312	20140204
V06-20140227-012	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.576929	120.884343	100	20140227
V02-20140303-055	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.051142	120.780668	312	20140303
V17-20140322-059	Erebidae	Chrysaeglia	Chrysaeglia magnifica	22.967711	120.68557	750	20140322
V17-20140412-071	Erebidae	Chrysaeglia	Chrysaeglia magnifica	22.967711	120.68557	750	20140412
M13-20140429-050	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.753067	121.612447	644	20140429
V04-20140530-302	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.257227	121.008787	2287	20140530
V04-20140530-303	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.257227	121.008787	2287	20140530
V02-20140721-077	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.051142	120.780668	312	20140721
V13-20140725-055	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.777422	121.502043	418	20140725
V13-20140725-056	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.777422	121.502043	418	20140725
V13-20140725-057	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.777422	121.502043	418	20140725
A38-20140728-104	Erebidae	Chrysaeglia	Chrysaeglia magnifica	23.955256	121.17201	1220	20140728
V17-20140816-045	Erebidae	Chrysaeglia	Chrysaeglia magnifica	22.967711	120.68557	750	20140816
V06-20140820-057	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.576929	120.884343	100	20140820
V06-20140820-058	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.576929	120.884343	100	20140820
V10-20140822-086	Erebidae	Chrysaeglia	Chrysaeglia magnifica	23.665211	120.633595	296	20140822
A34-20140826-080	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.81502	121.41285	670	20140826
V07-20140919-030	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.22315	120.762824	390	20140919
V08-20140919-024	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.252418	120.763478	506	20140919
V08-20140919-025	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.252418	120.763478	506	20140919
A35-20140923-148	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.41809	121.78984	245	20140923
A40-20140924-131	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.3208	121.7209	280	20140924
V15-20141017-040	Erebidae	Chrysaeglia	Chrysaeglia magnifica	23.690748	120.62233	161	20141017
V06-20141024-055	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.576929	120.884343	100	20141024
V17-20141108-044	Erebidae	Chrysaeglia	Chrysaeglia magnifica	22.967711	120.68557	750	20141108
A35-20141116-069	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.41809	121.78984	245	20141116
A38-20141120-021	Erebidae	Chrysaeglia	Chrysaeglia magnifica	23.955256	121.17201	1220	20141120
V15-20141121-020	Erebidae	Chrysaeglia	Chrysaeglia magnifica	23.690748	120.62233	161	20141121
V17-20141206-086	Erebidae	Chrysaeglia	Chrysaeglia magnifica	22.967711	120.68557	750	20141206
V17-20150110-025	Erebidae	Chrysaeglia	Chrysaeglia magnifica	22.967711	120.68557	750	20150110
V17-20150110-026	Erebidae	Chrysaeglia	Chrysaeglia magnifica	22.967711	120.68557	750	20150110
V05-20150116-040	Erebidae	Chrysaeglia	Chrysaeglia magnifica	25.154885	121.504001	310	20150116
V10-20150116-074	Erebidae	Chrysaeglia	Chrysaeglia magnifica	23.665211	120.633595	296	20150116
A46-20150128-043	Erebidae	Chrysaeglia	Chrysaeglia magnifica	23.266046	120.825008	1004	20150128
V17-20150131-079	Erebidae	Chrysaeglia	Chrysaeglia magnifica	22.967711	120.68557	750	20150131
V22-20150212-031	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.176558	120.55142	68	20150212
V17-20150307-026	Erebidae	Chrysaeglia	Chrysaeglia magnifica	22.967711	120.68557	750	20150307
V19-20150417-038	Erebidae	Chrysaeglia	Chrysaeglia magnifica	25.157501	121.511441	517	20150417
V15-20150613-013	Erebidae	Chrysaeglia	Chrysaeglia magnifica	23.690748	120.62233	161	20150613
A35-20150811-103	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.41809	121.78984	245	20150811
A37-20150812-050	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.53687	121.83858	278	20150812
A37-20150812-051	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.53687	121.83858	278	20150812
V19-20150820-045	Erebidae	Chrysaeglia	Chrysaeglia magnifica	25.157501	121.511441	517	20150820
V19-20150820-046	Erebidae	Chrysaeglia	Chrysaeglia magnifica	25.157501	121.511441	517	20150820
V13-20150904-033	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.777422	121.502043	418	20150904
V06-20150911-039	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.576929	120.884343	100	20150911
V18-20151007-062	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.175736	120.791587	532	20151007
V04-20151031-005	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.257227	121.008787	2287	20151031
V17-20151107-027	Erebidae	Chrysaeglia	Chrysaeglia magnifica	22.967711	120.68557	750	20151107
V17-20151107-029	Erebidae	Chrysaeglia	Chrysaeglia magnifica	22.967711	120.68557	750	20151107
A46-20151111-072	Erebidae	Chrysaeglia	Chrysaeglia magnifica	23.266046	120.825008	1004	20151111
V19-20151113-058	Erebidae	Chrysaeglia	Chrysaeglia magnifica	25.157501	121.511441	517	20151113
V19-20151211-013	Erebidae	Chrysaeglia	Chrysaeglia magnifica	25.157501	121.511441	517	20151211
V06-20151211-005	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.576929	120.884343	100	20151211
V20-20151212-036	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.617738	120.914902	37	20151212
V20-20151212-037	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.617738	120.914902	37	20151212
V18-20151214-022	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.175736	120.791587	532	20151214
A37-20160714-068	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.53687	121.83858	278	20160714
V22-20160728-037	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.176558	120.55142	68	20160728
V20-20160805-027	Erebidae	Chrysaeglia	Chrysaeglia magnifica	24.617738	120.914902	37	20160805
V21-20150620-036	Sphingidae	Hippotion	Hippotion celerio	24.178792	120.549339	42	20150620
V03-20130409-189	Sphingidae	Ambulyx	Ambulyx semiplacida	23.619961	120.802242	1721	20130409
A38-20130416-108	Sphingidae	Ambulyx	Ambulyx semiplacida	23.955256	121.17201	1220	20130416
V12-20140413-106	Sphingidae	Ambulyx	Ambulyx semiplacida	23.618729	120.928362	2300	20140413
